CERT,NAME,CITY,STALP,ZIP,ADDRESS,website,asset_band,asset_musd,fed_regulator,state_regulator,n_signals,score,signals,service_lines,EQV,EQV_pct,RBC1AAJ,RBCT1CER,ROA,ROA_pct,ROE,NIMY,EEFFR,EEFFR_pct,NCLNLSR,NPERFV,ELNANTR,LNLSDEPR,brokered_pct,asset_growth_yoy,cre_ratio,cd_ratio,cre_breach_loss_pct,uninsured_pct,LNAGR
90297,Webster Five Cents Savings Bank,Webster,MA,1570,136 Thompson Rd,https://www.web5.com,$1B-$3B,1310.0,FDIC,Massachusetts Division of Banks,1,20,cre_concentration,"KR RAS: CRE loan review, credit risk review, CECL/ALLL, CRE stress testing (>=300% of capital — supervisory concentration criteria)",11.955,0.765,12.521,,0.867,0.233,7.35,3.711,69.701,0.754,0.464,0.347,20.562,97.005,0.02,-0.009,356.924,62.003,28.017,0.389,0.0
903,Amalgamated Bank of Chicago,Chicago,IL,60602,30 N La Salle St,https://www.aboc.com,$1B-$3B,1328.9,FDIC,Illinois Department of Financial and Professional Regulation,2,42,cre_concentration; high_uninsured_deposits,"KR RAS: CRE loan review, credit risk review, CECL/ALLL, CRE stress testing (>=300% of capital — supervisory concentration criteria); KR RAS: liquidity/funding risk assessment + Internal Audit — deposit base concentrated in uninsured accounts (the SVB/Signature/First Republic profile)",10.582,0.564,11.41,15.6,1.127,0.425,11.15,3.526,66.14,0.673,0.667,0.427,0.0,73.748,0.0,0.056,385.543,58.988,10.337,0.524,0.0
9030,The Harrison County Bank,Lost Creek,WV,26385,80 E Main St,https://www.hcbwv.com,<$250M,164.9,FDIC,West Virginia Division of Financial Institutions,0,0,,,8.461,0.163,10.211,,0.766,0.293,8.9,3.508,73.362,0.675,0.421,0.21,642.857,54.037,0.0,0.083,4.001,4.001,2499.414,0.142,0.597
90300,Westfield Bank,Westfield,MA,1085,141 Elm St,https://www.westfieldbank.com,$1B-$3B,2727.9,OCC,N/A (federally chartered),2,42,cre_concentration; thin_cre_cushion,"KR RAS: CRE loan review, credit risk review, CECL/ALLL, CRE stress testing (>=300% of capital — supervisory concentration criteria); KR RAS: CRE stress testing + capital planning — reverse stress test shows a modest CRE loss breaches well-capitalized",9.293,0.298,9.375,12.47,0.734,0.166,7.94,3.034,67.756,0.71,0.351,0.283,93.926,90.462,0.0,0.007,314.691,33.585,8.187,0.301,0.0
90303,South Shore Bank,South Weymouth,MA,2190,1530 Main St,https://www.southshorebank.com,$1B-$3B,2523.1,Federal Reserve,Massachusetts Division of Banks,2,27,weak_profitability; high_uninsured_deposits,Refer: earnings / margin advisory (other KR practice); RAS angle = cost automation via RPA; KR RAS: liquidity/funding risk assessment + Internal Audit — deposit base concentrated in uninsured accounts (the SVB/Signature/First Republic profile),9.622,0.382,10.095,13.87,0.707,0.148,7.42,2.859,68.885,0.738,0.239,0.161,0.0,76.052,0.0,0.053,279.444,48.412,11.56,0.451,0.0
90308,Winchester Savings Bank,Winchester,MA,1890,661 Main St,https://www.winchestersavings.com,$1B-$3B,1087.2,FDIC,Massachusetts Division of Banks,7,106,weak_efficiency; funding_liquidity; rapid_growth; near_fdicia_1b; weak_profitability; cd_concentration; cre_concentration,"KR RAS: Robotic Process Automation (RPA) + Internal Audit process review; KR RAS (partial): Internal Audit of liquidity/funding risk controls; ALM advisory is another practice; KR RAS: BSA/AML scaling, Internal Audit, enterprise risk assessment; FDICIA Part 363 audit if crossing $1B, ICFR if crossing $5B; KR RAS: FDICIA Part 363 annual independent audit + audit-committee independence (crossing $1B; threshold raised from $500M, effective 2026); Refer: earnings / margin advisory (other KR practice); RAS angle = cost automation via RPA; KR RAS: construction & development loan review + credit risk management (>=100% of capital — supervisory concentration criteria); KR RAS: CRE loan review, credit risk review, CECL/ALLL, CRE stress testing (>=300% of capital — supervisory concentration criteria)",9.32,0.301,9.633,,0.42,0.064,4.38,2.607,73.917,0.831,0.182,0.146,2370.588,106.529,0.014,0.163,389.688,113.499,25.662,0.368,0.0
90311,Bay State Savings Bank,Worcester,MA,1608,28 Franklin St,https://baystatesavingsbank.com,$250M-$1B,580.3,FDIC,Massachusetts Division of Banks,3,42,weak_efficiency; weak_profitability; thin_cre_cushion,KR RAS: Robotic Process Automation (RPA) + Internal Audit process review; Refer: earnings / margin advisory (other KR practice); RAS angle = cost automation via RPA; KR RAS: CRE stress testing + capital planning — reverse stress test shows a modest CRE loss breaches well-capitalized,8.98,0.277,8.822,11.24,0.512,0.119,5.77,3.384,81.589,0.895,0.466,0.393,0.0,94.49,0.0,0.049,231.267,28.64,7.97,0.305,0.0
9035,Headwaters State Bank,Land O' Lakes,WI,54540,4175 County Road B,https://www.headwatersstatebank.com,<$250M,122.5,FDIC,Wisconsin Department of Financial Institutions,3,33,excess_capital; credit_deterioration; funding_liquidity,Refer: capital deployment / M&A (other KR practice); RAS angle = M&A compliance due diligence; KR RAS: Internal Audit loan review + CECL model validation + ALLL/CECL governance; KR RAS (partial): Internal Audit of liquidity/funding risk controls; ALM advisory is another practice,15.802,0.831,11.206,,0.843,0.331,5.27,3.329,60.256,0.349,6.348,4.178,1225.0,77.495,0.155,0.089,37.393,37.393,267.43,0.043,0.0
9036,Security State Bank,Iron River,WI,54847,7865 Us Highway 2,https://www.sbankonline.com,<$250M,136.2,FDIC,Wisconsin Department of Financial Institutions,1,5,excess_capital,Refer: capital deployment / M&A (other KR practice); RAS angle = M&A compliance due diligence,20.886,0.929,21.377,29.15,2.673,0.964,13.24,5.97,43.89,0.059,0.366,0.246,545.455,85.614,0.0,-0.004,57.754,8.433,116.201,0.149,0.059
9037,Mound City Bank,Platteville,WI,53818,25 E Pine St,https://www.moundcitybank.com,$250M-$1B,550.7,FDIC,Wisconsin Department of Financial Institutions,0,0,,,12.546,0.798,13.073,16.72,1.667,0.731,13.59,3.739,54.609,0.29,0.108,0.085,145.0,91.523,0.033,0.067,203.485,48.106,21.804,0.157,9.139
90384,The Bank of Landisburg,Landisburg,PA,17040,100 N Carlisle St,https://www.bankoflandisburg.com,$250M-$1B,417.1,Federal Reserve,Pennsylvania Department of Banking and Securities,1,5,excess_capital,Refer: capital deployment / M&A (other KR practice); RAS angle = M&A compliance due diligence,16.278,0.936,16.97,,1.723,0.76,10.68,3.906,46.07,0.113,1.612,1.065,0.0,78.342,0.0,0.033,42.293,10.74,236.444,0.143,1.022
9047,Citizens State Bank,Monticello,IA,52310,117 W 1st St,https://www.mycsb.bank,$250M-$1B,594.4,FDIC,Iowa Division of Banking,1,12,ag_concentration,KR RAS: agricultural loan review + credit risk review — concentration exposed to commodity-price / farm-income cycles,6.659,0.042,11.482,,1.173,0.439,18.79,2.934,60.599,0.475,1.463,0.838,335.897,60.289,0.075,0.055,52.211,9.575,191.532,0.269,13.203
9057,Bank of Moundville,Moundville,AL,35474,319 Market St,https://www.bankofmoundville.com,<$250M,144.6,FDIC,Alabama State Banking Department,3,64,credit_deterioration; pre_enforcement; high_uninsured_deposits,"KR RAS: Internal Audit loan review + CECL model validation + ALLL/CECL governance; KR RAS: PRE-ENFORCEMENT READINESS — risk assessment, Internal Audit, BSA/AML & remediation-readiness before regulators act; KR RAS: liquidity/funding risk assessment + Internal Audit — deposit base concentrated in uninsured accounts (the SVB/Signature/First Republic profile)",11.199,0.494,15.101,,0.393,0.151,3.37,2.718,79.665,0.777,5.454,2.216,500.0,45.491,0.0,0.067,43.87,11.074,227.948,0.373,0.0
9064,Planters First Bank,Cordele,GA,31015,1620 E 16th Ave,https://www.plantersfirst.bank,$250M-$1B,485.7,FDIC,Georgia Department of Banking and Finance,0,0,,,8.769,0.236,10.71,14.11,1.685,0.739,18.85,4.611,60.824,0.478,1.406,0.898,216.296,69.274,0.0,0.097,189.449,68.326,18.431,0.26,2.986
9068,Bank of Dudley,Dudley,GA,31022,1448 2nd St,https://www.bankofdudley.com,$250M-$1B,537.9,FDIC,Georgia Department of Banking and Finance,1,18,rapid_growth,"KR RAS: BSA/AML scaling, Internal Audit, enterprise risk assessment; FDICIA Part 363 audit if crossing $1B, ICFR if crossing $5B",9.099,0.296,9.621,,0.974,0.306,10.61,4.423,67.457,0.667,0.123,0.085,0.0,74.862,0.0,0.171,278.143,99.694,35.953,0.316,0.014
9069,Farmers & Merchants Bank,Eatonton,GA,31024,100 S Madison Ave,https://www.ibankfmb.com,$250M-$1B,289.6,FDIC,Georgia Department of Banking and Finance,3,47,weak_profitability; cre_concentration; high_uninsured_deposits,"Refer: earnings / margin advisory (other KR practice); RAS angle = cost automation via RPA; KR RAS: CRE loan review, credit risk review, CECL/ALLL, CRE stress testing (>=300% of capital — supervisory concentration criteria); KR RAS: liquidity/funding risk assessment + Internal Audit — deposit base concentrated in uninsured accounts (the SVB/Signature/First Republic profile)",9.915,0.458,11.203,18.51,0.549,0.131,5.81,2.863,72.889,0.777,0.744,0.366,0.0,54.348,0.0,-0.084,302.385,86.371,16.335,0.401,0.203
9070,First Bank of Pike,Zebulon,GA,30295,15 Jackson St,https://www.firstbankofpike.com,<$250M,87.5,FDIC,Georgia Department of Banking and Finance,0,0,,,9.664,0.304,9.906,16.57,1.299,0.606,13.93,5.666,73.597,0.679,0.785,0.491,150.0,69.207,0.0,0.046,134.339,48.55,33.863,0.19,0.0
9079,The Harvard State Bank,Harvard,IL,60033,33 N Ayer St,https://www.webhsb.com,$250M-$1B,331.5,FDIC,Illinois Department of Financial and Professional Regulation,0,0,,,8.244,0.157,8.794,14.44,1.131,0.408,13.96,3.251,64.256,0.586,0.264,0.154,0.0,64.998,0.0,0.055,165.34,24.775,21.345,0.246,0.088
9080,Holcomb Bank,Rochelle,IL,61068,233 E Il Route 38,https://www.holcomb.bank,$250M-$1B,304.8,FDIC,Illinois Department of Financial and Professional Regulation,2,42,cre_concentration; thin_cre_cushion,"KR RAS: CRE loan review, credit risk review, CECL/ALLL, CRE stress testing (>=300% of capital — supervisory concentration criteria); KR RAS: CRE stress testing + capital planning — reverse stress test shows a modest CRE loss breaches well-capitalized",7.412,0.081,8.844,11.58,1.527,0.652,21.19,3.832,62.969,0.549,0.031,0.024,0.0,95.469,0.022,0.019,331.983,28.298,6.638,0.164,1.225
9087,1st Source Bank,South Bend,IN,46601,100 N Michigan St Ste B,https://www.1stsource.com,$3B+,9259.1,Federal Reserve,Indiana Department of Financial Institutions,3,49,excess_capital; near_10b_threshold; high_uninsured_deposits,"Refer: capital deployment / M&A (other KR practice); RAS angle = M&A compliance due diligence; KR RAS: $10B readiness — Consumer Compliance (CFPB), Durbin, expanded BSA/AML, Internal Audit, DFAST; KR RAS: liquidity/funding risk assessment + Internal Audit — deposit base concentrated in uninsured accounts (the SVB/Signature/First Republic profile)",13.562,0.89,13.722,14.84,1.99,0.915,14.72,4.376,46.45,0.201,0.992,0.775,200.625,94.966,0.04,0.019,56.159,29.928,70.909,0.536,0.509
9096,Atkins Savings Bank & Trust,Atkins,IA,52206,97 Main Ave,https://www.atkinssavingsbank.com,<$250M,172.2,FDIC,Iowa Division of Banking,1,12,ag_concentration,KR RAS: agricultural loan review + credit risk review — concentration exposed to commodity-price / farm-income cycles,9.749,0.31,11.915,,1.503,0.706,16.19,3.01,27.917,0.007,0.047,0.034,21.192,83.118,0.032,0.059,33.311,25.409,300.203,0.148,14.74
9099,South Ottumwa Savings Bank,Ottumwa,IA,52501,320 Church St,https://www.sosb-ia.com,$250M-$1B,565.4,FDIC,Iowa Division of Banking,1,5,excess_capital,Refer: capital deployment / M&A (other KR practice); RAS angle = M&A compliance due diligence,13.531,0.854,13.003,18.33,1.4,0.571,10.02,3.363,58.15,0.399,0.834,0.478,266.667,67.716,0.0,0.075,65.157,5.321,73.692,0.35,6.791
9100,Pilot Grove Savings Bank,Pilot Grove,IA,52648,1341 Pilot Grove Rd,https://www.pilotgrovesavingsbank.com,$1B-$3B,1223.3,FDIC,Iowa Division of Banking,1,12,ag_concentration,KR RAS: agricultural loan review + credit risk review — concentration exposed to commodity-price / farm-income cycles,9.979,0.462,8.821,10.22,2.235,0.94,22.26,3.873,38.139,0.043,0.13,0.102,490.196,82.979,0.0,0.138,38.451,11.266,25.589,0.34,11.895
91005,5Star Bank,Colorado Springs,CO,80903,104 S Cascade Ave,https://www.5star.bank,$250M-$1B,378.2,FDIC,Colorado Division of Banking,2,27,excess_capital; high_uninsured_deposits,Refer: capital deployment / M&A (other KR practice); RAS angle = M&A compliance due diligence; KR RAS: liquidity/funding risk assessment + Internal Audit — deposit base concentrated in uninsured accounts (the SVB/Signature/First Republic profile),17.023,0.946,17.243,,1.864,0.828,10.81,5.153,52.019,0.222,0.163,0.507,-65.385,96.091,0.0,-0.088,227.621,37.822,43.933,0.451,0.04
9105,West Iowa Bank,West Bend,IA,50597,319 S Broadway Ave,https://www.westiowabank.com,<$250M,222.1,FDIC,Iowa Division of Banking,3,50,rapid_growth; bsa_aml_scaling; ag_concentration,"KR RAS: BSA/AML scaling, Internal Audit, enterprise risk assessment; FDICIA Part 363 audit if crossing $1B, ICFR if crossing $5B; KR RAS: BSA/AML program enhancement + independent testing (AML & Sanctions / OFAC); KR RAS: agricultural loan review + credit risk review — concentration exposed to commodity-price / farm-income cycles",12.836,0.653,11.886,,1.249,0.577,8.34,3.483,54.695,0.217,0.009,0.005,0.0,70.833,0.0,0.338,38.698,14.881,258.413,0.234,18.026
9106,Farmers State Bank,Yale,IA,50277,201 Main St,https://www.yalebankiowa.com,<$250M,72.6,FDIC,Iowa Division of Banking,0,0,,,11.072,0.478,12.031,,2.087,0.893,19.62,3.912,41.917,0.044,0.0,0.0,0.0,62.635,0.0,0.043,33.632,0.0,297.333,0.203,10.069
9120,Rolette State Bank,Rolette,ND,58366,209 Main Street,https://www.rolettestatebank.com,<$250M,51.5,FDIC,North Dakota Department of Financial Institutions,1,12,ag_concentration,KR RAS: agricultural loan review + credit risk review — concentration exposed to commodity-price / farm-income cycles,10.117,0.365,9.865,,1.539,0.722,15.41,4.68,67.223,0.534,0.04,0.029,0.0,80.406,0.0,0.09,0.0,0.0,,0.155,41.715
9121,State Bank of Bottineau,Bottineau,ND,58318,105 11th St E,https://www.statebankofbottineau.com,<$250M,117.2,FDIC,North Dakota Department of Financial Institutions,2,22,funding_liquidity; ag_concentration,KR RAS (partial): Internal Audit of liquidity/funding risk controls; ALM advisory is another practice; KR RAS: agricultural loan review + credit risk review — concentration exposed to commodity-price / farm-income cycles,8.432,0.157,8.461,10.51,1.208,0.548,14.36,4.053,66.929,0.522,0.059,0.05,0.0,100.409,0.057,0.037,34.803,20.034,43.164,0.152,32.437
9123,Western State Bank,Devils Lake,ND,58301,110 4th St Se,https://www.westernbanks.com,$1B-$3B,2485.3,FDIC,North Dakota Department of Financial Institutions,2,15,excess_capital; funding_liquidity,Refer: capital deployment / M&A (other KR practice); RAS angle = M&A compliance due diligence; KR RAS (partial): Internal Audit of liquidity/funding risk controls; ALM advisory is another practice,13.361,0.871,13.185,,2.007,0.874,15.9,5.335,47.034,0.137,0.903,0.819,123.039,104.837,0.035,0.03,161.686,40.377,61.848,0.22,1.166
91280,Bank of Little Rock,Little Rock,AR,72201,200 N State St,https://www.bankoflittlerock.com,$250M-$1B,252.9,Federal Reserve,Arkansas State Bank Department,2,25,weak_profitability; cd_concentration,Refer: earnings / margin advisory (other KR practice); RAS angle = cost automation via RPA; KR RAS: construction & development loan review + credit risk management (>=100% of capital — supervisory concentration criteria),7.805,0.114,8.586,,-1.252,0.009,-15.36,3.989,73.958,0.798,0.509,0.263,95.772,55.488,0.0,-0.131,216.809,164.882,46.123,0.149,0.0
91325,CIBC National Trust Company,Atlanta,GA,30327,3290 Northside Pkwy Nw,https://private-wealth.us.cibc.com,$250M-$1B,412.8,OCC,N/A (federally chartered),2,27,excess_capital; high_uninsured_deposits,Refer: capital deployment / M&A (other KR practice); RAS angle = M&A compliance due diligence; KR RAS: liquidity/funding risk assessment + Internal Audit — deposit base concentrated in uninsured accounts (the SVB/Signature/First Republic profile),67.528,0.999,59.606,215.65,13.718,0.999,20.02,4.183,59.154,0.429,0.0,0.0,0.0,0.0,0.0,0.038,0.0,0.0,,0.554,0.0
9137,Osgood Bank,Osgood,OH,45351,275 W Main St,https://www.osgoodbank.com,$250M-$1B,485.8,FDIC,Ohio Division of Financial Institutions,0,0,,,8.811,0.243,9.863,12.98,1.29,0.508,15.83,3.74,60.405,0.47,0.382,0.239,-19.37,68.128,0.011,0.005,50.13,18.03,59.31,0.272,0.865
9139,"The Commercial and Savings Bank of Millersburg, Ohio",Millersburg,OH,44654,91 N Clay St,https://www.csb1.com,$1B-$3B,1295.2,Federal Reserve,Ohio Division of Financial Institutions,0,0,,,10.105,0.481,10.247,15.3,1.458,0.684,14.64,3.88,52.987,0.291,0.838,0.563,3122.857,75.434,0.0,0.046,136.114,39.713,29.088,0.24,0.222
9155,Countybank,Greenwood,SC,29646,419 Main St,https://www.ecountybank.com,$250M-$1B,733.0,FDIC,South Carolina Board of Financial Institutions,1,15,weak_efficiency,KR RAS: Robotic Process Automation (RPA) + Internal Audit process review,6.247,0.026,8.725,14.78,1.453,0.608,23.07,3.855,75.902,0.83,0.436,0.345,0.0,65.428,0.0,0.012,98.131,31.223,36.631,0.282,0.0
9168,Wayne County Bank,Waynesboro,TN,38485,216 S High St,https://waynecountybank.com,$250M-$1B,595.1,Federal Reserve,Tennessee Department of Financial Institutions,1,5,excess_capital,Refer: capital deployment / M&A (other KR practice); RAS angle = M&A compliance due diligence,13.08,0.828,13.582,,1.816,0.805,14.03,4.712,45.27,0.102,0.718,0.557,178.571,82.215,0.036,0.05,103.003,58.111,97.085,0.196,3.712
9172,Security Bank and Trust Company,Paris,TN,38242,210 W Washington St,https://www.securitybanktn.com,$1B-$3B,1698.3,FDIC,Tennessee Department of Financial Institutions,1,10,funding_liquidity,KR RAS (partial): Internal Audit of liquidity/funding risk controls; ALM advisory is another practice,10.75,0.596,10.923,14.09,1.615,0.75,14.65,3.464,45.449,0.113,0.018,0.013,0.0,83.777,0.139,0.147,236.804,70.259,12.784,0.274,1.569
9176,Apex Bank,Camden,TN,38320,102 E Main St,https://www.apexbank.com,$1B-$3B,1456.4,FDIC,Tennessee Department of Financial Institutions,3,33,excess_capital; credit_deterioration; funding_liquidity,Refer: capital deployment / M&A (other KR practice); RAS angle = M&A compliance due diligence; KR RAS: Internal Audit loan review + CECL model validation + ALLL/CECL governance; KR RAS (partial): Internal Audit of liquidity/funding risk controls; ALM advisory is another practice,15.023,0.929,14.464,23.2,2.193,0.928,14.66,5.264,39.237,0.052,2.491,2.397,630.952,104.552,0.329,0.101,74.073,19.307,79.8,0.26,0.004
9179,Union Bank & Trust Company,Livingston,TN,38570,201 E Main St,"https://www,ubtconline.com",<$250M,98.1,FDIC,Tennessee Department of Financial Institutions,2,28,credit_deterioration; under_reserved,KR RAS: Internal Audit loan review + CECL model validation + ALLL/CECL governance; KR RAS: CECL model validation / reserve adequacy review,12.748,0.646,12.868,,2.02,0.883,15.48,5.412,63.56,0.424,2.634,1.823,-582.353,78.418,0.0,0.01,27.817,10.163,359.495,0.188,0.869
9189,Brighton Bank,Brighton,TN,38011,7663 Highway 51 S,https://www.bankbrighton.com,<$250M,51.0,FDIC,Tennessee Department of Financial Institutions,2,20,weak_efficiency; weak_profitability,KR RAS: Robotic Process Automation (RPA) + Internal Audit process review; Refer: earnings / margin advisory (other KR practice); RAS angle = cost automation via RPA,10.192,0.376,9.788,,-1.077,0.031,-10.89,3.496,109.925,0.958,0.068,0.041,0.0,66.619,0.0,-0.106,48.562,0.838,205.922,0.109,0.031
9196,Home Banking Company,Selmer,TN,38375,795 E Poplar Ave,https://WWW.HOMEBANKINGCO.COM,<$250M,124.0,FDIC,Tennessee Department of Financial Institutions,2,39,weak_efficiency; pre_enforcement,"KR RAS: Robotic Process Automation (RPA) + Internal Audit process review; KR RAS: PRE-ENFORCEMENT READINESS — risk assessment, Internal Audit, BSA/AML & remediation-readiness before regulators act",8.963,0.219,10.085,,0.417,0.159,4.81,3.694,86.241,0.863,1.485,0.75,612.5,55.65,0.0,-0.027,87.187,63.786,114.696,0.256,0.0
9204,Central Bank,Provo,UT,84601,75 N University Ave,https://www.cbutah.com,$1B-$3B,2164.5,FDIC,Utah Department of Financial Institutions,2,25,excess_capital; cd_concentration,Refer: capital deployment / M&A (other KR practice); RAS angle = M&A compliance due diligence; KR RAS: construction & development loan review + credit risk management (>=100% of capital — supervisory concentration criteria),14.784,0.919,15.419,,2.058,0.889,13.93,4.944,48.189,0.164,0.471,0.389,112.474,74.293,0.0,0.058,185.153,103.059,54.009,0.394,0.011
9244,Glennville Bank,Glennville,GA,30427,102 E Barnard St,https://www.glennvillebank.com,$250M-$1B,444.2,FDIC,Georgia Department of Banking and Finance,0,0,,,9.912,0.457,11.021,21.74,1.561,0.673,15.94,4.143,54.066,0.275,1.086,0.514,42.857,52.005,0.0,0.064,54.083,47.183,104.519,0.236,0.526
9245,"The Bank of LaFayette, Georgia",La Fayette,GA,30728,101 W Patton St,https://www.bankoflafayette.com,$250M-$1B,446.8,FDIC,Georgia Department of Banking and Finance,0,0,,,4.059,0.006,9.35,,0.932,0.287,23.54,2.651,56.834,0.355,1.439,0.569,0.0,44.345,0.0,0.098,53.475,37.377,187.003,0.373,0.009
925,The State Bank of Geneva,Geneva,IL,60134,22 S 4th St,https://www.sbgeneva.com,<$250M,116.2,Federal Reserve,Illinois Department of Financial and Professional Regulation,1,15,weak_efficiency,KR RAS: Robotic Process Automation (RPA) + Internal Audit process review,11.095,0.48,11.808,17.47,0.681,0.248,6.44,3.444,84.724,0.85,0.156,0.56,0.0,77.118,0.0,-0.035,168.319,0.293,27.685,0.158,0.0
9259,Farmers State Bank of Hoffman,Hoffman,IL,62250,100 E 4th St,https://www.fsbhoffman.com,<$250M,232.1,FDIC,Illinois Department of Financial and Professional Regulation,0,0,,,9.309,0.252,11.945,,0.668,0.241,6.95,3.384,71.409,0.629,0.169,0.084,1240.0,67.284,0.053,0.073,42.813,19.336,233.574,0.174,2.899
926,Peoples National Bank of Kewanee,Kewanee,IL,61443,207 N Tremont St,https://www.pnb-kewanee.com,$250M-$1B,587.6,OCC,N/A (federally chartered),2,28,credit_deterioration; under_reserved,KR RAS: Internal Audit loan review + CECL model validation + ALLL/CECL governance; KR RAS: CECL model validation / reserve adequacy review,9.996,0.468,10.864,15.68,0.758,0.199,7.69,2.727,66.396,0.646,6.153,1.92,0.0,31.17,0.0,0.022,83.395,18.4,46.816,0.249,1.275
9263,Stillman BancCorp N.A.,Stillman Valley,IL,61084,101 E Main St,https://www.stillmanbank.com,$250M-$1B,645.6,OCC,N/A (federally chartered),1,15,weak_efficiency,KR RAS: Robotic Process Automation (RPA) + Internal Audit process review,7.696,0.102,9.205,18.29,0.788,0.211,10.16,2.782,75.668,0.823,0.654,0.307,0.0,52.596,0.0,0.053,147.208,25.781,32.593,0.203,3.952
9265,Rushville State Bank,Rushville,IL,62681,100 E Lafayette St,https://www.rushvillestatebank.com/,<$250M,134.8,Federal Reserve,Illinois Department of Financial and Professional Regulation,0,0,,,10.378,0.392,14.318,,1.782,0.817,17.04,3.398,50.818,0.144,0.191,0.08,0.0,47.107,0.0,0.089,3.941,0.459,2537.594,0.177,3.296
9273,Villa Grove State Bank,Villa Grove,IL,61956,10 N Main St,https://www.villagrovestatebank.com,<$250M,85.9,FDIC,Illinois Department of Financial and Professional Regulation,0,0,,,12.516,0.621,12.217,,1.747,0.803,14.26,3.972,54.451,0.212,0.0,0.0,0.0,73.327,0.0,0.028,162.762,18.852,61.44,0.273,5.488
9288,First Bank of Berne,Berne,IN,46711,222 Heritage Trl,https://www.firstbankofberne.com,$1B-$3B,1087.2,Federal Reserve,Indiana Department of Financial Institutions,1,18,near_fdicia_1b,"KR RAS: FDICIA Part 363 annual independent audit + audit-committee independence (crossing $1B; threshold raised from $500M, effective 2026)",6.861,0.023,9.918,12.23,2.07,0.892,31.19,3.832,47.282,0.147,0.469,0.376,223.288,80.607,0.021,-0.032,87.117,17.792,29.4,0.398,2.808
9295,Farmers State Bank,Lake View,IA,51450,401 Main St,https://www.fsblv.com,<$250M,36.7,Federal Reserve,Iowa Division of Banking,0,0,,,14.003,0.739,13.067,,1.133,0.504,8.24,3.802,59.77,0.34,0.0,0.0,0.0,39.119,0.0,0.032,13.629,3.933,733.714,0.127,1.044
9298,Farmers & Merchants Savings Bank,Manchester,IA,52057,101 E Main St,https://www.fmbankia.com,$250M-$1B,616.8,Federal Reserve,Iowa Division of Banking,3,50,credit_deterioration; under_reserved; high_uninsured_deposits,KR RAS: Internal Audit loan review + CECL model validation + ALLL/CECL governance; KR RAS: CECL model validation / reserve adequacy review; KR RAS: liquidity/funding risk assessment + Internal Audit — deposit base concentrated in uninsured accounts (the SVB/Signature/First Republic profile),12.166,0.764,12.412,13.66,1.142,0.417,9.04,4.473,53.616,0.265,1.696,1.268,0.0,87.503,0.0,0.038,97.742,38.344,33.74,0.391,6.892
9299,Reliance State Bank,Story City,IA,50248,606 Broad St,https://www.rsbiowa.com,$250M-$1B,276.8,FDIC,Iowa Division of Banking,2,30,credit_deterioration; ag_concentration,KR RAS: Internal Audit loan review + CECL model validation + ALLL/CECL governance; KR RAS: agricultural loan review + credit risk review — concentration exposed to commodity-price / farm-income cycles,10.285,0.52,9.722,12.87,0.825,0.23,8.25,2.986,59.286,0.433,2.952,2.041,130.734,80.413,0.0,-0.059,86.755,14.367,33.662,0.196,15.227
93,Riverside Bank,Sparkman,AR,71763,103 W Main St,https://www.riversidebanc.com,<$250M,73.9,FDIC,Arkansas State Bank Department,2,15,excess_capital; funding_liquidity,Refer: capital deployment / M&A (other KR practice); RAS angle = M&A compliance due diligence; KR RAS (partial): Internal Audit of liquidity/funding risk controls; ALM advisory is another practice,15.987,0.841,12.285,15.19,1.117,0.495,6.93,4.989,65.94,0.499,0.04,0.034,0.0,110.151,0.0,0.04,108.767,54.372,32.691,0.223,0.027
9300,Readlyn Savings Bank,Readlyn,IA,50668,141 Main St,https://www.readlynsavingsbank.com,<$250M,148.3,FDIC,Iowa Division of Banking,4,45,excess_capital; credit_deterioration; under_reserved; ag_concentration,Refer: capital deployment / M&A (other KR practice); RAS angle = M&A compliance due diligence; KR RAS: Internal Audit loan review + CECL model validation + ALLL/CECL governance; KR RAS: CECL model validation / reserve adequacy review; KR RAS: agricultural loan review + credit risk review — concentration exposed to commodity-price / farm-income cycles,18.172,0.892,19.299,26.8,1.766,0.811,9.85,3.258,42.528,0.049,3.041,1.97,0.0,84.902,0.0,0.035,0.172,0.049,37481.321,0.235,21.0
9306,The Citizens Bank,Hickman,KY,42050,1522 Union City Hwy,https://www.citizenshickman.com,<$250M,220.4,FDIC,Kentucky Department of Financial Institutions,0,0,,,11.554,0.54,12.673,,1.732,0.795,15.34,3.894,57.332,0.274,0.344,0.26,-60.0,85.224,0.0,0.028,151.306,3.162,66.091,0.259,8.046
9309,United Southern Bank,Hopkinsville,KY,42240,1813 E 9th St,https://www.usbky.com,$250M-$1B,353.7,Federal Reserve,Kentucky Department of Financial Institutions,0,0,,,12.093,0.756,12.66,,1.458,0.611,12.5,4.524,56.354,0.337,0.374,0.297,0.0,90.126,0.0,0.011,99.524,38.287,100.479,0.124,0.951
931,Citizens State Bank of Milford,Milford,IL,60953,36 E Jones St,https://www.thefarmbank.com,<$250M,56.9,FDIC,Illinois Department of Financial and Professional Regulation,2,27,weak_efficiency; ag_concentration,KR RAS: Robotic Process Automation (RPA) + Internal Audit process review; KR RAS: agricultural loan review + credit risk review — concentration exposed to commodity-price / farm-income cycles,7.999,0.113,9.108,13.35,0.467,0.172,5.89,4.427,85.677,0.857,0.76,0.299,0.0,42.714,0.0,0.067,7.044,0.0,384.383,0.217,15.27
